Date,Location,Operator,Aircraft_Type,Registration,Fatalities,Total_Onboard,Ground_Fatalities
1932-03-21,"Steubenville, Ohio",Trans Continental and Western Air,Northrop Alpha 3,NC966Y,1,1,0
1932-03-29,"Rutbah Wells, Iraq",Air Orient,Farman F-190,F-AJDP F-AJDP,3,3,0
1932-03-31,"Bedford, Ohio",National Air Transport,Boeing 95,NC191E,1,1,0
1932-04-21,"Fort Wayne, Indiana",Transamerica Airlines,Stearman C-3MB,NC6412,1,1,0
1932-05-16,"Burbank, California",Pacific Air Transport,Boeing 40,NC5589,3,3,0
1932-05-30,"Portland, Oregon",Varney Air Lines,Boeing 40,NC830M,1,2,0
1932-07-16,"Mount El Plomo, near Vitacura, Chile",Panagra,Ford 5-AT-C Tri Motor,NC403H,9,9,0
1932-08-12,"Beyrouth, Lebanon",Air Orient,CAMS 53,F-AIQY,0,7,0
1932-08-31,"Tubergen, Germany",A B Aerotransport,Junkers G-23,SE-AAE,2,2,0
1932-09-08,"Salt Flats, Texas",American Airways,Fokker F-10,NC9716,3,4,0
1932-09-17,"Selsdon Park, England",Air Union,Liore-et-Olivier 213,F-AIFE,1,2,0
1932-09-18,"Byron Bay, Australia",New England Airways,De Havilland DH-80,VH-UPM,3,3,0
1932-10-12,"Port Etienne, Mauritania",Aeropostale,Latecoere 28,F-AJIP,1,1,0
1932-10-26,"Villa Monte, Bolivia",Lloyd Aero Boliviano,Ford Tri-motor 5,?,2,2,0
1932-10-29,"Ramsgate, England",Deutsche Lufthansa,Junkers W-33,D-2017,2,2,0
1932-11-02,"Echterpfuhl, Germany",Deutsche Lufthansa,Junkers F-13,D-724,5,5,0
1932-11-25,"Marianna, Arkansas",Hunter Airways,Travel Air 6000,NC369M,2,2,0
1932-12-14,"Amarillo, Texas",Trans Continental and Western Air,Ford 5,NC9650,2,2,0
1932-12-14,"Rocky Ridge, Colorado",Boeing Air Transport,Boeing 40,NC281,1,1,0
1932-12-26,"Wau, Australia",Guinea Airways,De Havilland DH-60,VH-UMJ,1,1,0
1933-01-10,Algiers,Aeropostale,CAMS 53,F-AISV,1,3,0
1933-01-14,"Newark, New Jersey",Eastern Air Transport,Curtiss Condor 18,NC185H,2,2,0
1933-01-20,"Marietta, Georgia",American Airways,Stearman 4,N490W,1,1,0
1933-01-20,"Bourne, Texas",American Airways,Stearman 4,NC11721,1,1,0
1933-01-24,"Eugene, Oregon",Pacific Air Transport,Ford 5-AT-D,NC431H,2,3,0
1933-03-11,"Near Mendoza, Argentina",Pan American Grace Airways,Fairchild FC-2W,NC9723,2,2,0
1933-03-25,"Hayward, California",Varney Airlines,Lockheed Orion 9,NC12226,3,3,11
1933-03-28,"Near Dixmude, Belgium",Imperial Airways,Armstrong Whitworth Argosy II,G-AACI,15,15,0
1933-04-03,"Hemkenrode, Germany",Deutsche Lufthansa,Junkers F-13,D-534,1,2,0
1933-04-04,"Off Barnegat, New Jersey",Military - U.S. Navy,Goodyear-Zeppelin U.S.S. Akron (airship),ZRS-4,73,76,0
1933-04-23,"Near Castrovillari, Calabria, Italy",Air Orient,Cams 53-1,F-ALCE,5,8,0
1933-04-29,"Traunstein, Germany",Eurasia,Junkers W-34,D-4,4,4,0
1933-05-09,"Near Viladrau, Spain",Aeropostale - La Tecoere Company,Latecoere 28-1,F-AJIX,6,6,0
1933-06-04,"Bowling Green, Virginia",Eastern Air Transport,Pitcairns PA-6,?,1,1,0
1933-06-11,"Glenview, Illinois",Palwaukee,Sikorsky S-38B (flying boat),NC-141M,9,9,0
1933-07-18,Aegean Sea,Societa Anonima Aero Expresso Italiana,CMASA Wal (flying boat),I-AZEE,6,6,0
1933-08-29,"Quay, New Mexico",Trans Continental and Western Air,Ford 5-AT-B Tri Motor,NC9607,5,5,0
1933-09-12,"Near Ljubljana, Yugoslavia",Aeroput,Farman F-306,YU-SAH,8,8,0
1933-10-10,"Chesterton, Indiana",United Air Lines,Boeing 247,NC13304,10,10,0
1933-10-31,"Etobon, France",Air France,Farman F-301,F-AJMI,2,5,0
1933-11-09,"Portland, Oregon",United Air Lines,Boeing 247,NC13345,4,10,?
1933-11-10,"Moriarty, New Mexico",Trans Continental and Western Air,Northrop Delta,NC12292,0,1,0
1933-11-20,"Near Tsinan, China",China National Aviation Corporation,Stinson,?,8,8,?
1933-11-21,"Near Kharkov, Ukraine, USSR",Kalinin,Kalinin K-7,?,14,20,0
1933-11-24,"Wedron, Illinois",National Air Transport,Boeing 247,NC13324,2,2,0
1933-12-11,"Hamburg, Germany",Deutsche Lufthansa,Focke-Wulf A-17,D-1403,6,10,0
1933-12-14,"Eshowe, South Africa",Union Airways,Junkers W-34,ZS-AEB,5,6,0
1933-12-30,"Near Ruysselede, Belgium",Imperial Airways,Avro 10,G-ABLU,10,10,0
1934-01-15,"Corbigny, France",Air France,Dewoitine D-332,F-AMMY,14,14,0
1934-01-20,"Carombe, France",Air France,Breguet 280T,F-AJKX,2,2,0
1934-02-23,"Near Salt Lake City, Utah",Boeing Aircraft Company,Boeing 247,NC13357,8,8,0
1934-02-26,"Rio de Oro, Morocco",Air France,Latécoère 28,F-AJPA,1,6,0
1934-03-06,"Petersburg, Illinois",American Airways,Fairchild Pilgrim 100A,NC710Y,4,4,0
1934-03-10,"Pereira, Colombia",Pan American Airways (Scadta),Sikorsky S-38 Flying Boat,NC-9107,5,6,0
1934-03-22,"Near Lima, Peru",Pan American Grace Airlines,Ford 5-AT-C Tri-Motor,NC407H,3,15,0
1934-04-10,"Ningpo Bay, China",China National Aviation Corporation,Sikorsky S-38BB,NV17V,3,3,0
1934-05-09,English Channel,Air France,Wibault 282T,F-AMHP,6,6,0
1934-05-31,"Croydon, England",Air France,Liore-et-Olivier 213,F-AIVG,2,2,0
1934-06-09,"Mongaup Mountain, New York",American Airways,Curtiss Condor T-32,NC12354,7,7,0
1934-06-11,"Junin, Argentina",Panagra,Ford 5-AT-C Tri-Motor,NC8417,6,10,0
1934-06-22,"Chausseehausen, Germany",Deutsche Lufthansa,Dornier Merkur,D-1445,1,7,0
1934-06-23,"Burbank, California",Aerevias Centrales Air Service,Lockheed Orion,XA-BEJ,1,1,0
1934-07-09,"San Bernardino, California",United Air Services,Lockheed Vega,NC32E,3,4,0
1934-07-27,"Near Tuttlingen, Germany",Swissair,Curtiss AT-32C Condor,CH-170,12,12,0
1934-08-05,"Bahia, Brazil",Air France,Latecoere 26,F-AILK,2,2,0
1934-08-10,"Ningbo, China",China National Aviation Corporation,Sikorsky S-38B,?,?,?,?
1934-08-31,"Amazonia, Missouri",Rapid Air Transport,Stinson SM-6000B,NC11118,5,5,0
1934-10-02,English Channel,Hillman's Airways,de havilland 89 Dragon Rapide,G-ACPM,7,7,0
1934-10-03,"Near Winton, Australia",Qantas,de Havilland DH-50A,VH-UHE,3,3,0
1934-10-19,"Bass Strait, Australia",Holymans Airways,de Havilland DH-86,VH-URN,11,11,0
1934-11-02,"Kiapit, Australia",Holdens Air Transport Service,De Havilland DH-61,VH-UHW,2,4,0
1934-11-15,"Amazonia, Montana",Rapid Air Transport,Stinson SM-6000-B,NC10809,2,2,0
1934-11-15,"Near Longreach, Australia",Qantas,de Havilland DH-86,VH-USG,4,4,0
1934-12-07,"Salchau, Germany",Deutsche Lufthansa,Junkers F-13,D-OMAS,3,3,0
1934-12-08,"Columbia, Missouri",Braniff Airlines,Lockheed Vega 5C,NC106W,1,1,0
1934-12-10,"Palma Soriano, Cuba",Cubana de Aviacion,Ford 4-AT-E Tri-motor,NM-7,4,8,0
1934-12-20,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,Douglas DC-2-115A,PH-AJU,7,7,0
1934-12-22,"Sunbright, Tennessee",American Airlines,Lockheed Orion 9D,NC12286,1,1,0
1934-12-31,?,Aeroflot,Tupolev ANT-9,?,10,10,0
1935-01-08,"Near Karachi, Pakistan",Indian Air Force,Wapiti,?,0,2,15
1935-01-26,"Pittsburgh, Pennsylvania",Trans Continental and Western Air,Consolidated Fleetster,NC13212,1,1,0
1935-01-31,"Stettin, Germany",Deruluft,Junkers JU-52/3m,D-AREN,11,11,0
1935-02-12,"Off Point Sur, Californiia",Military - US Navy,Goodyear-Zeppelin U.S.S. Macon (airship),ZRS-4,2,83,0
1935-03-07,"Schievelbein, Germany",Deruluft,Rochrbach Roland,D-AJYP,0,3,0
1935-03-15,"El Arish, Egypt",Misrair,de Havilland Dragon 1,SU-ABI,3,6,0
1935-03-29,"Off Samland, Germany",Deutsche Lufthansa,Junkers F-13,D-OHIL,5,5,0
1935-04-01,"Beauvais, France",Air France,Farman F-300,F-ALHQ,1,3,0
1935-04-06,"Brilon, Germany",KLM Royal Dutch Airlines,Fokker F-12,PH-AFL,7,7,0
1935-05-01,"Near Walsenberg, Colorado",Varney Air Lines,Lockheed Vega,NC891E,1,1,0
1935-05-06,"Atlanta, Missouri",Trans Continental and Western Air,Douglas DC-2-112,NC13785,5,14,0
1935-05-18,"Near Moscow, Russia",Gor'ky Eskadril'ya,Tupolev ANT-20 / I-5,CCCP-I20,50,50,2
1935-05-18,"Flint, Michigan",Knowles Flying Service of Detroit,Ford model 4-AT-E,WC-7864,3,12,0
1935-05-27,"Glendo, Wyoming",Wyoming Air Service,Boeing 221,NC725W,1,1,0
1935-05-28,"Maywood, Illinois",Chicago and Southern Airlines,Stinson SM6000B Tri-motor,NC10894,2,2,0
1935-05-29,"San Barbra, Honduras",?,?,?,6,9,0
1935-06-24,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,Ford Tri-Motor / Tri-Motor,C-31 F-31,17,20,0
1935-07-14,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Fokker F-XXII,PH-AJQ,6,20,0
1935-07-19,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,General 102-E,NC-492K,2,2,0
1935-07-20,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,Douglas DC-2,PH-AKG,13,13,0
1935-07-23,"Cardiff, United Kingdom",Jersey Airways,de Havilland DH-84 Dragon,G-ACMP,1,8,0
1935-07-28,"El Retiro, Colombia",Fuerza Aerea Colombiana,Junkers W-34,406,5,5,0
1935-08-07,"Cairo, Egypt",Ala Littoria,Savoia-Marchetti S-66,I-REDI,7,7,0
1935-08-13,"Hangow, China",China National Aviation Corporation,Sikorsky S-38B,NV40V,?,?,?
1935-08-14,"Near Gilmer, Texas",Delta Air Lines,Stinson Model A,NC14599,4,4,0
1935-08-15,"Walakpa, near Point Barrow, Alaska",Private,Lockheed Orion 9E Explorer float plane,NR12283,2,2,0
1935-08-15,"Near Glendo, Wyoming",Aero Mayflower Transit Co,"Waco, model YLC",NC14140,3,3,0
1935-09-01,"Burbank, California",Western Air Express,Boeing 247,NC13314,3,3,0
1935-09-13,"Near Tambo, Panama",Panama Airways,Ford Tri-Motor,?,8,8,0
1935-10-02,"Off Finders Island, Victoria, Australia",Holyman Airways,de Havilland DH-86,VH-URT,5,5,0
1935-10-07,"Near Cheyenne, Wyoming",United Air Lines,Boeing 247D,NC13317,12,12,0
1935-10-09,Gulf of Finland,Aero O-Y,Junkers F-13,OH-ALI,6,6,0
1935-10-21,"Troy, New York",Chamberlin Flying Service,Curtiss AT-32C Condor,NC725K,1,6,0
1935-10-30,"Cheyenne, Wyoming",United Air Lines,Boeing B-247-D,NC13323,4,4,0
1935-11-02,"Off Nhambupe, Brazil",Air France,Latécoère 28-1,F-AJIQ,4,4,0
1935-11-09,"Near Fort Worth, Texas",Braniff Airlines,Lockheed Vega,NC980Y,1,1,0
1935-11-09,"Brindisi, Italy",Imperial Airways,Short S-17 Kent,G-ABFB,12,13,0
1935-11-11,"Istres, France",Air France,Latecoere 28,F-AJPB,3,3,0
1935-12-04,"Tours, France",Air Bleu,Caudron C-630 Simoun,F-ANRK,1,2,0
1935-12-10,"Croydon, England",Sabena,Savoia-Marchetti SM73,OO-AGN,11,11,0
1935-12-24,"Wroctaw, Poland",Deutsche Lufthansa,Heinkel He-70,D-UVOR,3,3,0
1935-12-31,"Off Alexandria, Egypt",Imperial Airways,Short S-8 Calcutta flying boat,G-AASJ,12,13,0
1936-01-14,"Tres Esquinas, Colombia",Military - Fuerza Aerea Colombiana,Junkers JU-52,624,13,16,0
1936-01-14,"Goodwin, Arkansas",American Airlines,Douglas DC-2-120,NC14274,17,17,0
1936-01-17,"Near Cordillera, Boliva",Lloyd Aereo Boliviano,Junkers JU-52,?,13,13,0
1936-01-21,"Off Ajaccio, Corsica, France",Air France,CAMS 53,F-AJIR,6,6,0
1936-01-29,"Denton, Texas",American Airlines,Vultee V-1,NC13767,1,6,0
1936-02-10,Atlantic Ocean,Air France,Latecoere 301 (flying boat),F-ANLE,6,6,0
1936-02-15,South Atlantic Ocean,Deutsche Lufthansa,Dormier Do-J-Iif Bos Wal flying boat,D-ADYS,4,4,0
1936-03-05,"Near Tengya, China",China National Aviation Corporation,Ford 5-AT-D Tri-Motor,?,0,6,0
1936-03-14,"Ovalle, Chile",Lan Chile,Fairchild FC-2,19,5,5,0
1936-03-26,"Amemeca, Mexico",Mexicana,Ford 5-AT-B Tri Motor,XA-BCB,14,14,0
1936-04-01,"Pavillon, New York",American Airlines,Stinson Model A,NC15152,2,2,0
1936-04-07,"Uniontown, Pennsylvania",Trans Continental and Western Air,Douglas DC-2-112,NC13721,12,14,0
1936-04-11,"Port of Spain, Trinidad",Pan American Airways,Sikorsky S-42A Flying Boat,NC1537,3,25,0
1936-04-15,"Near Turin, Italy",Avio Linee Italiane,OFM F-VIIb/3m,I-AAXZ,7,7,0
1936-04-17,"Orvin, Switzerland",Deutsche Lufthansa,Junkers JU-52,D-ASOR,3,5,0
1936-04-21,"Senlis, France",Sabena,Fokker F-VII,OO-AIF,2,2,0
1936-04-30,"Basel, Switzerland",Swissair,General Aviation GA-43,HB-ITU,2,2,0
1936-05-16,"Mount Waverley, Australia",Holymans Airways,De Havilland DH-60 Moth,VH-UII,2,2,0
1936-06-09,"Malmo, Sweden",A B Aerotransport,Fokker F-XXII,SE-ABA,1,15,0
1936-06-13,"Hannover, Germany",Deutsche Lufthansa,Junkers JU-160,D-UPYM,1,6,0
1936-06-16,"Mt. Lihesten, Norway",Den Norske Luftfartskole,Junkers JU-52/3m,LN-DAE,7,7,0
1936-07-15,"Zagreb, Croatia",Aeroput,Spartan Cruiser,YU-SAP,7,7,0
1936-07-28,"Kulyab, Tajikistan",Aeroflot,Tupolev ANT-9,?,6,6,0
1936-07-31,"Off Channel Islands, Jersey",Guernsey Airways,Saro A-19 Cloud,G-ABXW,10,10,0
1936-08-02,"Mazamet, France",Air France,Wibault 280,F-ANBL F-ANBL,3,3,0
1936-08-03,"Ciudad Serdan,Mexico",Mexicana,Lockheed 9 Orion,XA-BAY,1,1,0
1936-08-05,"St. Louis, Missouri",Chicago Southern Airlines,Lockheed 10B Electra,NC16022,8,8,0
1936-08-06,"Choco, Colombia",SCADTA,Junkers F-13,C-40,2,3,0
1936-08-12,"Altenkirchen, Germany",British Airways,De Havilland DH-86,G-ADEB,2,2,0
1936-08-22,"Mirabella, Greece",Imperial Airways,Short S-17 Kent,G-ABFA,2,11,0
1936-09-05,"Near Pittsburgh, Pennsylvania",Pittsburgh Skyways Inc.,Stinson SM 6000B,NC117S,10,11,0
1936-09-24,"Benghazi, Libya",Ala Littoria SA,CRDA CANT Z-506,I-RODI,9,10,0
1936-09-25,English Channel,Imperial Airways,Boulton and Paul P-71,G-ACOX,2,2,0
1936-09-28,"Walsenberg, Colorado",Varney Air Lines,Lockheed 5 Vega,NC176W,3,3,0
1936-09-29,"Napierville, Illinois",Blue Bird Air Service,Lockheed Vega 5C,NC959Y,4,4,0
1936-10-06,"Francisco Rueda, Tabasco, Mexico",Mexicana,Lockheed Orion,XA-BDH,1,1,0
1936-10-09,"Selby, North Yorkshire, United Kingdom",North Sea Aerial and General Transport,Blackburn B-2,G-ABWI,1,1,0
1936-11-01,"Near Tabarz, Germany",Deutsche Lufthansa,Junkers JU-52,D-APOO,11,15,0
1936-11-17,"Nurnberg, Germany",Deutsche Lufthansa,Junkers JU-52/3m,D-ASUI,4,16,0
1936-11-19,"London, England",British Airways,Fokker F-XII,G-AEOT,2,4,0
1936-12-04,"Near Grenoble, France",Deutsche Lufthansa,Junkers JU-52/3m,D-ASIH,6,6,0
1936-12-06,"Near Moscow, Russia",Deruluft,Antonov AN-9,CCCP-D311,9,14,0
1936-12-07,"Off Dakar, French West Africa",Air France,Latécoère 300 (float plane.,F-AKGF,5,5,0
1936-12-09,"Croydon, England",KLM Royal Dutch Airlines,Douglas DC-2-115E,PH-AKL,15,17,0
1936-12-15,"Near Salt Lake City, Utah",Western Air Express,Boeing 247D,NC13370,7,7,0
1936-12-18,"Kellogg, Idaho",Northwest Orient Airlines,Lockheed 10 Electra,NC14935,2,2,0
1936-12-19,"Near Milford, Pennsylvania",Eastern Air Lines,Douglas DC-2-112,NC13732,0,11,0
1936-12-23,"Near Dallas, Texas",Braniff Airways,Lockheed 10 Electra,NC14905,6,6,0
1936-12-26,"Nanking, China",China National Aviation Corporation,Douglas DC-2,NC14269,?,?,?
1936-12-27,"Newhall, California",United Air Lines,Boeing 247D,NC13355,12,12,0
1937-01-11,"Near Playa V icente, Veracruz, Mexico",Mexicana,Lockheed 10E Electra,X-ABEO,9,9,0
1937-01-12,"Near Newhall, California",Western Air Express,Boeing 247D,NC13315,5,13,0
1937-01-26,"Oran, Algeria",Sabena,Sabca S-73,OO-AGR,12,12,0
1937-02-09,"Off San Francisco, California",United Air Lines,Douglas DC-3A,NC16073,11,11,0
1937-02-19,"McPherson Ranges, Queensland, Australia",Airlines of Australia,Stinson Model A,VH-UHH,5,7,0
1937-03-12,"Bathurst, Gambia",Deutsche Lufthansa,Heinkel He-111V2,D-ALIX,4,4,0
1937-03-24,"Near Ouroux, France",Imperial Airways,Short S-23 (flying boat),G-ADVA,5,6,0
1937-03-25,"Clifton, Pennsylvania",Trans Continental and Western Air,Douglas DC-2-112,NC13730,13,13,0
1937-03-26,"Wetnum, Germany",Deutsche Lufthansa,Junkers JU-52/3m,D-UPOZ,0,6,0
1937-05-06,"Lakehurst, New Jersey",Deutsche Zeppelin Reederei,Zeppelin LZ-129,D-LZ-129,35,97,1
1937-05-20,"Stuttgart, Germany",Deutsche Lufthansa,Heinkel He-70,D-UXUV,4,4,0
1937-06-02,Desertores Island Región de Los Lagos,Fuerzs Aerea De Chile,Sirkorsky S-43 (flying boat),2,9,9,0
1937-06-20,?,ENTA,Travel Air 6000,TI-3,6,6,?
1937-07-02,"Off Lae, New Guinea",Private - Purdue Reasearch Foundation,Lockheed 10E Electra,NR16020,2,2,0
1937-07-28,"Hal, Belgium",KLM Royal Dutch Airlines,Douglas DC-2-115L,PH-ALF,15,15,0
1937-08-02,"Wadi Halfa, Sudan",Ala Littoria,Savoia-Marchetti SM73,I-SUSA,9,9,0
1937-08-02,"Off Cristobal, Panama",Pan American Grace Airways,Sikorsky S-43,NC15065,14,14,0
1937-08-06,"Bistrita, Romania",Aeroflot,Douglas DC-2,CCCP-M25,5,5,0
1937-08-08,"Chilang Point, Bias Bay, China",China National Aviation Corporation,Sikorsky S-43,NC16930,3,11,0
1937-08-10,"Daytona Beach, Florida",Eastern Air Lines,Douglas DC-2,NC-13739,4,9,0
1937-08-23,"San Luis, Argentina",Pan American Grace Airways,Douglas DC-2,NC14298,3,3,0
1937-08-27,"Wau, Papua New Guinea",Guinea Airways,Stinson SR-7 Reliant,VH-URC,1,1,1
1937-10-01,"Phaleron Bay, Greece",Imperial Airways,Short Empire flying boat,G-ADVC,2,14,0
1937-10-06,"Palembang, Netherlands Indies",KLM Royal Dutch Airlines,Douglas DC-3,PH-ALS,4,11,0
1937-10-17,"Haydens Peak, Wyoming",United Air Lines,Douglas DC-3,NC16074,19,19,0
1937-10-27,Off Western Africa,Air France,Dewoitine D-333,F-ALQA,7,7,0
1937-11-11,"Warsaw, Poland",Lot Polish Airlines,Lockheed 10 Electra,SP-AYD,4,11,0
1937-11-12,"Mannheim, Germany",Deutsche Lufthansa,Heinkel He-111,D-AXAV,10,12,0
1937-11-12,"Warsaw, Poland",LOT,Lockhed 10 Electra,SP-AYD,4,11,?
1937-11-16,"Ostende, Belgium",Sabena,Junkers JU-52/3m,OO-AUB,11,11,0
1937-11-26,"Croydon, United Kingdom",Deutsche Lufthansa,Junkers JU-52,D-AGAV,3,3,0
1937-12-04,"Munich, Germany",Ala Littoria,Junkers JU-52,I-BAUS,4,17,0
1937-12-05,"Brindisi Harbor, Italy",Imperial Airways,Short Empire Flying Boat,G-ADUZ,2,19,0
1937-12-05,"Brindisi, Italy",Imperial Airways,Short S-23 (flying boat),G-ADUZ,2,8,0
1937-12-08,"Saint Sauveur, France",Air France,Potez 621,F-AOTZ,2,7,0
1937-12-24,"Kasperske Hory, Czechoslovakia",Air France,Wibault 283-T12,F-AMYD,3,3,0
1938-01-04,"Frankfurt, Germany",Lufthansa,Junkers JU-38,D-ABUR,6,6,0
1938-01-10,"Bozeman, Montana",Northwest Orient Airlines,Lockheed 14H Super Electra,NC-17388,10,10,0
1938-01-11,"Pago Pago, U.S. Samoa",Pan American World Airways,Sikorsky S-42 (flying boat),NC16734,7,7,0
1938-01-12,"North Pine, Ontario, Canada",General Airways,Stinson Reliant SR-9,CF-BEI,1,1,0
1938-02-02,"Off San Clemente Island, California",Military - U.S. Navy / Military,Consolidated PBY-2 / PBY-2,04062 0463,11,14,0
1938-02-05,"Kandalaksha, Russia",TsAGI,V6 (airship),CCCP-V6,13,19,0
1938-02-09,"Guadalupe, Mexico",Mexicana,Lockheed 10 Electra,XA-BAS,2,2,0
1938-02-09,"Marseille, France",Air France,Lioré-et-Olivier H-242,F-ANPB,8,12,0
1938-02-13,Mediterranean Sea,Ala Littoria SA,Cant Z-506,I-ORIA,14,14,0
1938-02-22,"Pontoise, France",Deutsche Lufthansa,Junkers JU.52,D-APAR,3,3,0
1938-03-01,"Near Wawona, Cailifornia",Trans Continental and Western Air,Douglas DC-2-112,NC13789,9,9,0
1938-03-07,"Datia, India",Air France,Potez 621,F-ANQR,7,7,0
1938-03-08,"Somerton, Australia",Australian National Airways,De Havilland DH-60,VH-UNU,1,1,0
1938-03-23,"Corsavy, France",Air France,Dewoitine D-338,F-AQBB,8,8,0
1938-04-30,"Near Formia, Italy",Ala Littoria,Junkers JU-52,I-BAUS,19,19,0
1938-05-05,"Balbuena, Mexico",Lineas Aéreas Mineras,Lockheed Vega 5B,XA-BFR,1,6,0
1938-05-10,"Mangere, New Zealand",United Airways of Zealand,Lockheed 10 Electra,ZK-AFC,2,2,0
1938-05-16,"Near Saugus, California",Northwest Orient Airlines,Lockheed 14-H2 Super Electra,NC17394,9,9,0
1938-05-22,"Sao Paulo, Brazil",Cruzeiro do Sul,Junkers JU-52/3m,PP-CBC,6,17,0
1938-05-24,"Cleveland, Ohio",United Air Lines,Douglas DST-A-207A,NC18108,10,10,0
1938-05-27,"Alberno Canal, BC, Canada",Ginger Coote Airways,Fairchild 51,CF-AUX,1,1,0
1938-05-27,"Langeoog, Germany",Deutsche Lufthansa,Heinkel 116,D-ATIO,3,3,0
1938-06-08,"Near Singida, Tanzania",Wilson Airways,De Havilland DH-85,VP-KBE,3,3,0
1938-06-19,"Mount Mercedario, Chile",Pan American Grace Airways,Douglas DC-2,NC14272,4,4,0
1938-07-08,"Billings, Montana",Northwest Orient Airlines,Lockheed 14 Super Electra,NC17383,1,10,0
1938-07-14,"Off Sardinia, Italy",Ala Littoria,Savoia Marchetti S-66,I-VOLO,20,20,0
1938-07-19,Andes,Panagra,Douglas DC-2,NC14272,4,4,?
1938-07-22,"Stulpica, Romania",LOT Polish Airlines,Lockheed 14H Super Electra,SP-BNG,14,14,0
1938-07-27,"Kisumu, Kenya",Imperial Airways,Armstrong-Withworth Atlanta,G-ABTG,4,4,0
1938-07-29,Pacific Ocean between Manila and Guam,Pan American World Airways,Martin M-130 (flying boat),NC14714,15,15,0
1938-08-10,"Debrecen, Hungary",Magyar Legiforagalmi,Ford Tri-motor F-VIII,HA-FNC,12,12,0
1938-08-10,"Shishijima, Japan",Dai Nippon,Douglas DF-151,J-ANES,6,6,0
1938-08-12,"Near San Andres Tuxtla, VeraCruz, Mexico",Mexicana,Lockheed 10E Electra,X-ABAS,11,11,0
1938-08-13,"Kiel, Germany",CSA Czech Airlines,Savoia-Marchetti SM73,OK-BAG,16,17,0
1938-08-15,"Guanabara, Brazil",Syndicato Condor,Junkers JU-52/3m,PP-CAT,9,9,0
1938-08-18,"Bucharest, Romania",LOT Polish Airlines,Lockheed 14 Super Electra,SP-BNJ,0,7,0
1938-08-18,"Montnago, Italy",Macchi,Macchi C-94,I-NILO,15,15,0
1938-08-24,"Wangmoon, China",China National Aviation Corporation,Douglas DC-2,32,14,17,0
1938-08-24,"Tokyo, Japan",Japan Air / Japan Flying School,Unknown / Unknown,?,5,5,53
1938-08-29,"Near Tucumcari, New Mexico",Transcontinental &Western Air,Ford Tri-motor,NC17316,0,11,0
1938-08-29,"Innisfail, Australia",North Queensland Airways,De Havilland DH-84,VH-UXK,5,9,0
1938-10-01,"Off Bathurst, Gambia",Deutsche Lufthansa,Dornier DO.18 (float plane),D-AROZ,4,4,0
1938-10-01,"Grisons, Switzerland",Deutsche Lufthansa,Junkers JU-52/3m,D-AVFB,13,13,0
1938-10-10,"Soest, Germany",Sabena,Savbia-Marchetti S-73P,OO-AGT,20,20,0
1938-10-25,"Mt. Dandenong, Australia",Australian National Airways,Douglas DC-2-112,VH-UYC,18,18,0
1938-11-02,"Somerset, England",British Airways,Lockheed 14 Electra,CF-TCL,2,2,0
1938-11-04,"Channel Islands, Jersey",Jersey Airways,de Havilland DH-86,G-ACZN,14,14,1
1938-11-14,"Schiphol, Amsterdam",KLM Royal Dutch Airlines,Douglas DC-3,PH-ARY,6,19,0
1938-11-18,"Regina, Saskatchewan, Canada",Trans Canada Air Lines,Lockheed 14 Electra,CF-TCL,2,2,0
1938-11-26,"Bathurst, Gambia",Deutsche Lufthansa,Junkers JU90V2,D-AIVI,12,15,0
1938-11-27,"Bagdad, Iraq",Imperial Airways,Short Empire Flying Boat,G-AETW,4,6,0
1938-11-29,"Off Point Reyes, California",United Air Lines,Douglas DC 3-A-SB-3-G-14,NC16066,5,7,0
1938-12-02,"Mexico City, Mexico",Mexicana,Lockheed 10E Electra,X-ABAU,8,8,0
1938-12-08,"Off Kuba Island, Okinawa",Japan Aviation Corporation,Nakajima A-T2,J-BDOH,10,15,0
1938-12-09,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Lockheed 14-WF62 Super Electra,PH-APE,4,4,0
1938-12-12,"Darwin, Australia",Qantas,Short S23 C Class flying boat,G-AEUH,13,13,0
1939-01-07,"Paris, France",Swissair,Douglas DC-2-115B,HB-ITA,5,17,0
1939-01-13,"Rio de Janeiro, Brazil",Syndicato Condor,Junkers JU-52/3m,PP-CAY,10,10,0
